#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#dataproduct_type, calib_level, obs_collection, obs_id, target_name, s_ra, s_dec, t_min, t_max, t_exptime, wavelength_region, filters, em_min, em_max, target_classification, obs_title, t_obs_release, instrument_name, proposal_pi, proposal_id, proposal_type, project, sequence_number, provenance_name, s_region, jpegURL, dataURL, dataRights, mtFlag, srcDen, intentType, obsid, objID, wave_min, wave_max, wave_region
#@string, int, string, string, string, ra, dec, float, float, float, string, string, float, float, string, string, float, string, string, string, string, string, int, string, string, string, string, string, string, float, string, string, string, float, float, string
dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,em_min,em_max,target_classification,obs_title,t_obs_release,instrument_name,proposal_pi,proposal_id,proposal_type,project,sequence_number,provenance_name,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,intentType,obsid,objID,wave_min,wave_max,wave_region
image,3,PS1,rings.v3.skycell.1451.001.stk.y,1451.001,159.167751205192,4.19722724010116,55547.5814773,57047.6739786222,990,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   159.385886     3.980197  159.387181     4.413408  158.949443     4.414238  158.948495     3.980944,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/001/rings.v3.skycell.1451.001.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/001/rings.v3.skycell.1451.001.stk.y.unconv.fits,PUBLIC,,5885,science,2166213,42141544,910,1083.80004882813,OPTICAL;INFRARED
image,3,PS1,rings.v3.skycell.1362.097.stk.i,1362.097,158.99833846992,3.79966966398713,55250.4158036,57024.5785160334,1658,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   159.215412     3.583358  159.215204     4.016429  158.781208     4.015898  158.781530     3.582885,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/097/rings.v3.skycell.1362.097.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/097/rings.v3.skycell.1362.097.stk.i.unconv.fits,PUBLIC,,5885,science,2122192,42097523,677.799987792969,830.400024414063,OPTICAL
image,3,PS1,rings.v3.skycell.1451.024.stk.y,1451.024,157.955070245903,4.99893990933675,55194.5165064,57047.6730049222,820,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   158.174137     4.782000  158.174472     5.215673  157.735829     5.215813  157.735843     4.782128,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/024/rings.v3.skycell.1451.024.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/024/rings.v3.skycell.1451.024.stk.y.unconv.fits,PUBLIC,,5885,science,2166328,42141659,910,1083.80004882813,OPTICAL;INFRARED
timeseries,3,TESS,tess2021310001228-s0045-0000000374239639-0216-s,374239639,158.950701848298,2.55470982482865,59525.0038481597,59550.1243395255,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",N/A,,TESS,45,SPOC,CIRCLE 158.95070185 2.55470982 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000374239639-0216-s_lc.fits,PUBLIC,False,NaN,science,71247063,137220926,600,1000,Optical
timeseries,3,TESS,tess2021310001228-s0045-0000000277869783-0216-s,277869783,156.682600022972,5.11051316740243,59525.0041219097,59550.1246428125,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 156.68260002 5.11051317 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000277869783-0216-s_lc.fits,PUBLIC,False,NaN,science,71243020,137211706,600,1000,Optical
timeseries,3,TESS,tess2021039152502-s0035-0000000275251555-0205-s,275251555,148.146228714717,2.09570748091047,59254.4938574769,59279.4840045139,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03120,,TESS,35,SPOC,CIRCLE ICRS 148.14622871 2.09570748 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000275251555-0205-s_lc.fits,PUBLIC,False,NaN,science,60662982,106840614,600,1000,Optical
image,3,PS1,rings.v3.skycell.1449.012.stk.g,1449.012,150.674363473133,4.5979551959993,55240.3780044,56333.4902874852,577,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   150.892883     4.380884  150.893860     4.814341  150.455670     4.814989  150.455041     4.381473,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1449/012/rings.v3.skycell.1449.012.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1449/012/rings.v3.skycell.1449.012.stk.g.unconv.fits,PUBLIC,,5885,science,2165265,42140596,394.299987792969,559.299987792969,OPTICAL
timeseries,3,TESS,tess2023043185947-s0062-0000000344951838-0254-s,344951838,151.736926309057,2.96441581027034,59987.9449426736,60013.657293125,120,Optical,TESS,600,1000,,,60037,Photometer,"Ricker, George",G05112_G05121,,TESS,62,SPOC,CIRCLE 151.73692631 2.96441581 0.00138889,,mast:TESS/product/tess2023043185947-s0062-0000000344951838-0254-s_lc.fits,PUBLIC,False,NaN,science,124164077,823025429,600,1000,Optical
timeseries,3,TESS,tess2023315124025-s0072-0000000842053444-0267-s,842053444,152.381414555954,2.94612392628832,60259.680867037,60285.0833683218,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",G06049,,TESS,72,SPOC,CIRCLE 152.38141456 2.94612393 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000842053444-0267-s_lc.fits,PUBLIC,False,NaN,science,198801413,362260106,600,1000,Optical
image,3,PS1,rings.v3.skycell.1449.028.stk.z,1449.028,148.245412278549,4.99744885516983,55236.4380175,57017.6647214222,638,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   148.464991     4.781088  148.464039     5.214678  148.025660     5.213696  148.026959     4.780188,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1449/028/rings.v3.skycell.1449.028.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1449/028/rings.v3.skycell.1449.028.stk.z.unconv.fits,PUBLIC,,5885,science,2165349,42140680,802.799987792969,934.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1362.057.stk.g,1362.057,158.999315747937,2.19969572567953,55235.4287261,56661.6013525852,654,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   159.216177     1.983078  159.215970     2.416572  158.782397     2.416253  158.782719     1.982817,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/057/rings.v3.skycell.1362.057.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/057/rings.v3.skycell.1362.057.stk.g.unconv.fits,PUBLIC,,5885,science,2121991,42097322,394.299987792969,559.299987792969,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000344889327-0217-a_fast,344889327,150.9630356112,3.08371698415006,59551.0654609838,59578.2044968056,20,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04139_G04039_G04191,,TESS,46,SPOC,CIRCLE 150.96303561 3.08371698 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000344889327-0217-a_fast-lc.fits,PUBLIC,False,NaN,science,71496349,142817822,600,1000,Optical
timeseries,3,TESS,tess2019032160000-s0008-0000000262713845-0136-s,262713845,148.998248182549,2.79875890091456,58516.8509378588,58541.5053087037,120,Optical,TESS,600,1000,,,58584.5,Photometer,"Ricker, George",N/A,,TESS,8,SPOC,CIRCLE 148.99824818 2.7987589 0.00138889,,mast:TESS/product/tess2019032160000-s0008-0000000262713845-0136-s_lc.fits,PUBLIC,False,NaN,science,62460052,117290498,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.071.stk.r,1360.071,153.401338018456,2.99943893331517,55247.3721443,56682.528421863,660,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   153.617924     2.782523  153.618352     3.215758  153.184695     3.216352  153.184381     2.783037,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/071/rings.v3.skycell.1360.071.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/071/rings.v3.skycell.1360.071.stk.r.unconv.fits,PUBLIC,,5885,science,2121063,42096394,538.599975585938,703.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1359.091.stk.i,1359.091,149.402022292044,3.79911414409048,55251.3471461,57024.5716450334,983,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   149.618714     3.582266  149.619142     4.015206  149.185273     4.015948  149.184960     3.582928,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1359/091/rings.v3.skycell.1359.091.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1359/091/rings.v3.skycell.1359.091.stk.i.unconv.fits,PUBLIC,,5885,science,2120662,42095993,677.799987792969,830.400024414063,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000277768819-0217-s,277768819,154.229283116358,2.42166889011107,59551.0651386111,59578.2037714699,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04191,,TESS,46,SPOC,CIRCLE 154.22928312 2.42166889 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000277768819-0217-s_lc.fits,PUBLIC,False,NaN,science,71493954,144631200,600,1000,Optical
image,3,PS1,rings.v3.skycell.1362.086.stk.y,1362.086,159.399082737361,3.40017306977245,55547.5814773,57047.6739786222,610,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   159.616092     3.183648  159.615991     3.616919  159.182016     3.616632  159.182232     3.183396,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/086/rings.v3.skycell.1362.086.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/086/rings.v3.skycell.1362.086.stk.y.unconv.fits,PUBLIC,,5885,science,2122139,42097470,910,1083.80004882813,OPTICAL;INFRARED
timeseries,3,TESS,tess2021310001228-s0045-0000000374209054-0216-s,374209054,158.336144700558,3.15435183801887,59525.0039188194,59550.1244184028,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 158.3361447 3.15435184 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000374209054-0216-s_lc.fits,PUBLIC,False,NaN,science,71247026,137220850,600,1000,Optical
timeseries,3,TESS,tess2019032160000-s0008-0000000344840363-0136-s,344840363,150.10633809878,3.11910617176688,58516.8509201389,58541.5053310995,120,Optical,TESS,600,1000,,,58584.5,Photometer,"Ricker, George",N/A,,TESS,8,SPOC,CIRCLE 150.1063381 3.11910617 0.00138889,,mast:TESS/product/tess2019032160000-s0008-0000000344840363-0136-s_lc.fits,PUBLIC,False,NaN,science,62464474,117299356,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.049.stk.r,1361.049,154.199672752527,1.79894234109249,55247.3789062,56682.528421863,1024,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   154.416439     1.582459  154.416021     2.015827  153.982849     2.015349  153.983382     1.582083,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/049/rings.v3.skycell.1361.049.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/049/rings.v3.skycell.1361.049.stk.r.unconv.fits,PUBLIC,,5885,science,2121453,42096784,538.599975585938,703.599975585938,OPTICAL
timeseries,3,TESS,tess2023315124025-s0072-0000000842005673-0267-a_fast,842005673,155.224077538035,1.88335218619962,60259.6805838889,60285.0840049884,20,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",G06049_G06028,,TESS,72,SPOC,CIRCLE 155.22407754 1.88335219 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000842005673-0267-a_fast-lc.fits,PUBLIC,False,NaN,science,198801387,362260050,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.057.stk.r,1360.057,150.999315747937,2.19969572567953,55191.5343171,56682.525819363,1352,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   151.216177     1.983078  151.215970     2.416572  150.782397     2.416253  150.782719     1.982817,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/057/rings.v3.skycell.1360.057.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/057/rings.v3.skycell.1360.057.stk.r.unconv.fits,PUBLIC,,5885,science,2120993,42096324,538.599975585938,703.599975585938,OPTICAL
image,3,PS1,rings.v3.skycell.1450.026.stk.y,1450.026,153.100127512296,4.99869115019296,55194.518762,57047.6715365222,930,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   153.319494     4.782019  153.319185     5.215694  152.880587     5.215273  152.881244     4.781633,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1450/026/rings.v3.skycell.1450.026.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1450/026/rings.v3.skycell.1450.026.stk.y.unconv.fits,PUBLIC,,5885,science,2165838,42141169,910,1083.80004882813,OPTICAL;INFRARED
image,3,PS1,rings.v3.skycell.1361.047.stk.y,1361.047,154.999559501339,1.7995558629897,55194.5127367,57047.6720203222,970,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   155.216368     1.582915  155.216161     2.016409  154.782694     2.016142  154.783015     1.582706,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/047/rings.v3.skycell.1361.047.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/047/rings.v3.skycell.1361.047.stk.y.unconv.fits,PUBLIC,,5885,science,2121444,42096775,910,1083.80004882813,OPTICAL;INFRARED
image,3,PS1,rings.v3.skycell.1361.098.stk.g,1361.098,154.597838707956,3.79911364408693,55235.4270525,56661.6026842852,801,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   154.814901     3.582928  154.814588     4.015947  154.380719     4.015205  154.381147     3.582266,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/098/rings.v3.skycell.1361.098.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/098/rings.v3.skycell.1361.098.stk.g.unconv.fits,PUBLIC,,5885,science,2121696,42097027,394.299987792969,559.299987792969,OPTICAL
image,3,PS1,rings.v3.skycell.1362.078.stk.r,1362.078,158.598522981544,2.99943893331517,55247.3777772,56682.532158663,632,OPTICAL,r,538.599975585938,703.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   158.815480     2.783037  158.815166     3.216352  158.381509     3.215758  158.381937     2.782523,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1362/078/rings.v3.skycell.1362.078.stk.r.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1362/078/rings.v3.skycell.1362.078.stk.r.unconv.fits,PUBLIC,,5885,science,2122098,42097429,538.599975585938,703.599975585938,OPTICAL
timeseries,3,TESS,tess2021310001228-s0045-0000000374224933-0216-s,374224933,158.711043266405,2.7097687360449,59525.003873287,59550.1243673611,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 158.71104327 2.70976874 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000374224933-0216-s_lc.fits,PUBLIC,False,NaN,science,71247052,137220903,600,1000,Optical
timeseries,3,TESS,tess2023315124025-s0072-0000000277875776-0267-s,277875776,156.934002814119,4.4721687940595,60259.6805133449,60285.0830210417,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",N/A,,TESS,72,SPOC,CIRCLE 156.93400281 4.47216879 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000277875776-0267-s_lc.fits,PUBLIC,False,NaN,science,198795322,362247074,600,1000,Optical
image,3,PS1,rings.v3.skycell.1451.026.stk.z,1451.026,157.145064762213,4.9986911502759,55236.4434764,56641.6409215445,676,OPTICAL,z,802.799987792969,934.599975585938,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   157.364431     4.782019  157.364123     5.215694  156.925524     5.215273  156.926181     4.781633,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/026/rings.v3.skycell.1451.026.stk.z.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/026/rings.v3.skycell.1451.026.stk.z.unconv.fits,PUBLIC,,5885,science,2166339,42141670,802.799987792969,934.599975585938,OPTICAL
timeseries,3,TESS,tess2021310001228-s0045-0000000374200593-0216-s,374200593,158.081067913818,2.31619424341935,59525.003915625,59550.1244106713,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04137_G04209_G04036,,TESS,45,SPOC,CIRCLE 158.08106791 2.31619424 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000374200593-0216-s_lc.fits,PUBLIC,False,NaN,science,71247015,137220828,600,1000,Optical
timeseries,3,TESS,tess2018235142541-s0002-s0072-0000000345063080,345063080,154.987522824489,3.95516101591367,59524.9986783796,60285.0776157523,120,Optical,TESS,600,1000,,,60339,Photometer,"Ricker, George",G06165,,TESS,72,SPOC,CIRCLE 154.98752282 3.95516102 0.00138889,,mast:TESS/product/tess2018235142541-s0002-s0072-0000000345063080-00829_dvt.fits,PUBLIC,False,NaN,science,208736872,383502943,600,1000,Optical
timeseries,3,TESS,tess2021039152502-s0035-0000000262686948-0205-s,262686948,148.592880331597,2.68124954163117,59254.4938659259,59279.4840222107,120,Optical,TESS,600,1000,,,59312,Photometer,"Ricker, George",G03166,,TESS,35,SPOC,CIRCLE ICRS 148.59288033 2.68124954 0.00138889,,mast:TESS/product/tess2021039152502-s0035-0000000262686948-0205-s_lc.fits,PUBLIC,False,NaN,science,60675074,106779393,600,1000,Optical
image,3,PS1,rings.v3.skycell.1361.072.stk.y,1361.072,157.001033513224,2.99987794899243,55195.4578227,57047.6725118222,770,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   157.217736     2.783004  157.218058     3.216313  156.784274     3.216738  156.784066     2.783371,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1361/072/rings.v3.skycell.1361.072.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1361/072/rings.v3.skycell.1361.072.stk.y.unconv.fits,PUBLIC,,5885,science,2121569,42096900,910,1083.80004882813,OPTICAL;INFRARED
timeseries,3,TESS,tess2021310001228-s0045-0000000277875871-0216-s,277875871,156.87000193002,4.92261527688639,59525.0040997338,59550.1246186458,120,Optical,TESS,600,1000,,,59575,Photometer,"Ricker, George",G04191,,TESS,45,SPOC,CIRCLE 156.87000193 4.92261528 0.00138889,,mast:TESS/product/tess2021310001228-s0045-0000000277875871-0216-s_lc.fits,PUBLIC,False,NaN,science,71243031,137211728,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.062.stk.y,1360.062,153.000789256962,2.59981608798618,55547.5759725,56825.2524740222,660,OPTICAL;INFRARED,y,910,1083.80004882813,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   153.217439     2.382929  153.217761     2.816323  152.784082     2.816695  152.783875     2.383243,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/062/rings.v3.skycell.1360.062.stk.y.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/062/rings.v3.skycell.1360.062.stk.y.unconv.fits,PUBLIC,,5885,science,2121019,42096350,910,1083.80004882813,OPTICAL;INFRARED
image,3,PS1,rings.v3.skycell.1451.008.stk.g,1451.008,156.33737729488,4.19722649009611,55235.4270525,56661.6020333852,774,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   156.556634     3.980944  156.555685     4.414237  156.117947     4.413407  156.119243     3.980196,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1451/008/rings.v3.skycell.1451.008.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1451/008/rings.v3.skycell.1451.008.stk.g.unconv.fits,PUBLIC,,5885,science,2166245,42141576,394.299987792969,559.299987792969,OPTICAL
timeseries,3,TESS,tess2021336043614-s0046-0000000842280902-0217-s,842280902,156.117451333584,4.78702665256348,59551.0650418171,59578.2037028009,120,Optical,TESS,600,1000,,,59603,Photometer,"Ricker, George",G04200,,TESS,46,SPOC,CIRCLE 156.11745133 4.78702665 0.00138889,,mast:TESS/product/tess2021336043614-s0046-0000000842280902-0217-s_lc.fits,PUBLIC,False,NaN,science,71503545,142841540,600,1000,Optical
timeseries,3,TESS,tess2023315124025-s0072-0000000842264772-0267-s,842264772,159.390923463846,3.87545968601965,60259.6802791898,60285.0730531366,120,Optical,TESS,600,1000,,,60297,Photometer,"Ricker, George",G06049_G06028,,TESS,72,SPOC,CIRCLE 159.39092346 3.87545969 0.00138889,,mast:TESS/product/tess2023315124025-s0072-0000000842264772-0267-s_lc.fits,PUBLIC,False,NaN,science,198801537,362260368,600,1000,Optical
image,3,PS1,rings.v3.skycell.1360.099.stk.g,1360.099,150.197476196072,3.79837361770242,55191.5165272,56741.3727642852,1564,OPTICAL,g,394.299987792969,559.299987792969,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   150.414507     3.582324  150.414088     4.015271  149.980388     4.014317  149.980922     3.581474,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1360/099/rings.v3.skycell.1360.099.stk.g.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1360/099/rings.v3.skycell.1360.099.stk.g.unconv.fits,PUBLIC,,5885,science,2121201,42096532,394.299987792969,559.299987792969,OPTICAL
image,3,PS1,rings.v3.skycell.1450.019.stk.i,1450.019,151.887010298451,4.59635638809784,55250.4125239,57024.5716450334,1144,OPTICAL,i,677.799987792969,830.400024414063,,PS1 3PI Survey,57741.5416666,GPC1,,,3PI,PS1,-999,3PI,POLYGON ICRS   152.106501     4.380185  152.105230     4.813573  151.667346     4.812408  151.668964     4.379126,http://ps1images.stsci.edu/cgi-bin/fitscut.cgi?red=rings.v3.skycell/1450/019/rings.v3.skycell.1450.019.stk.i.unconv.fits,http://ps1images.stsci.edu/rings.v3.skycell/1450/019/rings.v3.skycell.1450.019.stk.i.unconv.fits,PUBLIC,,5885,science,2165801,42141132,677.799987792969,830.400024414063,OPTICAL
